titles,content,label
Macron spricht von “neuem Weltkrieg“ und erntet Spott,"Coronavirus    26. März 2021 / 14:36Macron spricht von “neuem Weltkrieg“ und erntet SpottImmer mehr Menschen zweifeln an den politischen Entscheidungen und Corona-Erzählungen, die seit mehr als einem Jahr tagtäglich über den Äther rauschen und das Leben der Menschen einschränken. Weder kennt jeder jemanden, der am Coronavirus verstorben ist, wie Bundeskanzler Sebastian Kurz (ÖVP) es prophezeit hatte, noch sind die Krankenhäuser von Corona-Patienten überfüllt, und auch die Sterblichkeit bleibt – zum Glück – weit hinter dem zurück, was man gemeinhin unter einer Pandemie versteht.Aktion erzeugt ReaktionJe stärker die Zweifel der Menschen werden, desto schriller die Propaganda des politischen und medialen Establishments. Aktuell übertraf Frankreichs Präsident Emmanuel Macron die Angst-Rhetorik sogar noch. Er sprach tatsächlich davon, dass wir uns wegen des Coronavirus in einem „Weltkrieg neuer Art“ befänden.Seiner Ansicht nach würden nämlich Russland und China mithilfe von Corona-Impfstoffen versuchen, Einfluss auf die Europäische Union zu nehmen. Diese müsse aber souverän bleiben, weshalb er ankündigte, dass die EU in den nächsten Monaten die Herstellung von Impfstoffen beschleunigen wolle. In klassischer französischer Überheblichkeit kündigte Macron an, die EU werde zum größten Corona-Impfstoff-Produzenten der Welt werden.Viel Wind um nichtsDer Spott ließ nicht lange auf sich warten. Der Hersteller des russischen Corona-Impfstoffs „Sputnik V“, der sich als weit weniger problematisch erweist als etwa sein Pendant AstraZeneca aus dem Westen und der auch zur Verfügung steht, hatte umgehend ein Angebot für den Franzosen: Die EU könnte gerne von den Kapazitäten der russischen Hersteller Gebrauch machen. Mehr noch, sie könnte das russische Präparat in Lizenz selbst produzieren:Die Herstellung von unterschiedlichen Impfstoffen ist der Weg zu einer Vakzin-Unabhängigkeit. Gemeinsam sind wir stärker!Doch das hatte Macron nun sicher nicht gemeint. Was die heuchlerische Angstrhetorik ein zweites Mal entlarvt: Um die Gesundheit der Europäer dürfte es also nicht gehen.Sputnik V@sputnikvaccineDear @EmmanuelMacron, making vaccines non-political is our best hope at world peace not war. We appreciate you sending a French science team under the leadership of @mpkieny and our partnership with France that has helped us a lot and contributed to our joint fight with COVID! https://t.co/C1pwoUP0mZ8:56 AM · Mar 26, 2021    920    257Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Online-Pranger in den USA: Kontaktplattform “Tinder” zeigt in Zukunft Vorstrafen an,"USA    26. März 2021 / 11:27Online-Pranger in den USA: Kontaktplattform “Tinder” zeigt in Zukunft Vorstrafen anUm gegen sexuelle Belästigungen, Gewalttaten und Stalking vorzugehen, wird die Kontaktplattform “Tinder” in den USA sogenannten “Background-Checks” einführen. Bei diesen Überprüfungen, die die Nutzer bei ihren Dating-Partnern eigenständig durchführen können, werden nicht nur Verurteilungen, sondern auch Anzeigen und Medienberichte aufscheinen. Bewusst verschwiegen werden dagegen Straftaten, bei denen “Nicht-Weiße” überdurchschnittlich oft vertreten sind.Linksliberale NGO sammelt Daten für Online-PrangerUm gegen Stalking und Belästigung vorzugehen, heuert “Tinder”, dessen Gründer selbst mit mutmaßlich erfundenen Missbrauchs-Vorwürfen zu kämpfen hatte, die linke Rechercheplattform Garbo an, die sich darauf spezialisiert hat, Urkunden und Dokumente zu durchsuchen, die Hinweise auf Vorwürfe der Gewaltausübung oder des Missbrauchs enthalten. Inwiefern die Gruppe etwa bei Namensgleichheit für eine korrekte Zuteilung sorgt, ist unbekannt. Neben Verurteilungen sollen auch bloße Vorwürfe in den Online-Pranger einfließen. Der Datenschutz lässt grüßen!Jeder kann jeden überprüfenUm solche “Background-Checks” durchzuführen, sollen bereits der Vorname und die Mobilfunk-Nummer einer Person ausreichen. Diese sollen in der Kontaktsuche eingegeben werden können, und schon werden den Nutzern mögliche kriminelle Taten ihrer Flirt-Partner aufgelistet. Straftaten, die Farbige häufig begehen, scheinen nicht aufVon dem Online-Pranger soll aber ein wichtiger Punkt gestrichen werden: Straftaten die “People of Color”, also jeder, der keine weiße Hautfarbe hat, überdurchschnittlich oft begehen, sollen nicht aufscheinen, um durch das angeblich “rassistische System” farbige Kriminelle bei der Kontaktsuche nicht zu benachteiligen. Dazu sollen in erster Linie Drogendelikte zählen. Ob auch Terroranschläge, Morde und Vergewaltigungen – alles Straftaten, bei denen Farbige überproportional vertreten sind -, verborgen bleiben, ist noch unklar.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Rassen-Trennung: US-Elite-Uni veranstaltet sechs verschiedene Abschlussfeiern,"USA    18. März 2021 / 23:26Rassen-Trennung: US-Elite-Uni veranstaltet sechs verschiedene AbschlussfeiernDie Columbia University plant sechs zusätzliche Abschlussfeiern für Studenten nach ihrer jeweiligen Rasse und anderen Aspekten, wie sie sich identifizieren.Die Elite-Uni aus New York City veranstaltet dieser Jahr erstmals separate Abschlussfeiern für indigene, asiatische, hispanische und schwarze Studenten, die Ende April für das Columbia College, Columbia Engineering, General Studies und Barnard College stattfinden sollen. Dazu soll jeweils eine weitere Feier mit dem sperrigen Namen “FLI Graduation” für “First Generation und/oder Low Income Community”-Studenten sowie für die homosexuelle Community stattfinden.Aufgrund von Coronavirus-Einschränkungen werden die Feiern ausschließlich online stattfinden.Für Weiße nur separate “Selbsthass-Veranstaltung”Für Weiße gibt es freilich keine eigene Feier an der Columbia Universität. Dafür konnten sich die europäisch-stämmigen Studenten über eine Veranstaltung an der Elon Universität freuen, bei denen ihnen ihre Komplicenschaft im angeblich ach so rassistischen “System” beigebracht werden sollte:Wir müssen weißen Menschen einen Raum geben, um ihr Bewusstsein und über ihre Komplizenschaft in einem ungerechten System zu lernen.Freilich wurde aber auch diese Vorlesung abgesagt, nachdem der Vorwurf laut wurde, dass das Nicht-Einladen farbiger Studenten dazu Rassismus wäre. Man sieht – es wird kompliziert in der Welt der alles trennenden Nicht-Rassisten. Wir Europäer können fast froh sein, dass wir andere Sorgen haben. Aber die Erfahrung lehrt, dass noch jede Unart aus den USA zeitversetzt auch bei uns gelandet ist. Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Aktuelle Umfragen zeigen: Auf der Seite der Bevölkerung zu stehen, zahlt sich aus","Italien    14. März 2021 / 09:30Aktuelle Umfragen zeigen: Auf der Seite der Bevölkerung zu stehen, zahlt sich ausWie berichtet hat Italien seit Februar eine Regierung, die aus dem Herzen der EU kommandiert wird. Mit dem Regierungschef, der davor bei der Europäischen Zentralbank (EZB) agierte, Mario Draghi, hat faktisch Brüssel die Regierung in Rom übernommen.Allparteienregierung sollte Opposition ausschaltenZur Machtabsicherung hat Draghi alle Parteien in seine Regierung eingeladen – und mit üppigen Ministerposten versorgt. Damit wäre jede Opposition gegen die kommenden Regierungsentscheidungen (gerade eben wurde ein dritter, harter „Lockdown“ ab Montag beschlossen) entfallen. Auf den Kuhhandel ist aber eine Partei nicht eingestiegen: die rechtskonservativen „Brüder Italiens“ (Fratelli d’Italia).Sie haben sich nicht einkaufen lassen, um die Interessen der herrschenden Eliten durchzusetzen, sondern wollen sich weiter um die Bedürfnisse des beherrschten Volkes kümmern: Grundinteressen wie nationale Eigenart, soziale Rechte, gerechte Löhne – die Grundbedürfnisse hinsichtlich der Lebenswelt dieser Menschen.Aufstieg wie ein KometUnd das zahlt sich aus. So ergab eine aktuelle Umfrage, dass die Vorsitzende der „Brüder Italiens“, Giorgia Meloni, mit beachtlichen 35 Prozent zur beliebtesten Parteiführerin des Landes aufgestiegen ist.Die Präsidentin der Europapartei „Europäische Konservative und Reformer“ lässt damit all ihre Konkurrenten hinter sich: den in die Fast-Allparteienregierung eingestiegenen, einst rechtskonservativen Parteichef der „Lega“, Matteo Salvini, der auf 30 Prozent der Stimmen kommt, Silvio Berlusconi, den ehemaligen Ministerpräsidenten und Chef der konservativen „Forza Italia“, mit 27 Prozent. Abgeschlagen sind die linken Parteiführer. Der Führer der Demokrraten, Nichola Zingaretti, kommt auf 26 Prozent und der frühere Premierminister Matteo Renzi nur auf zehn Prozent.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Nach mehr als 100 Jahren bei Frankreich: Elsass orientiert sich wieder mehr nach Osten,"Europa    13. März 2021 / 15:33Nach mehr als 100 Jahren bei Frankreich: Elsass orientiert sich wieder mehr nach OstenDas Elsass hat auch in Österreich einen mystischen Stellenwert. Obwohl 800 Kilometer von Wien entfernt, bewegt sein Schicksal, das seit Jahrhunderten von den Eroberungsfeldzügen der Franzosen geprägt ist, immer noch. Ja, sogar die Kronen Zeitung half in den 1980er Jahren mit, den dort lebenden Deutschen des heute wieder zu Frankreich gehörenden Landstrichs bei der Erhaltung ihrer Kultur zu helfen. Mit der Aktion „Wer lädt ein Kind aus dem Elsass ein?“ wurde mehr als tausend deutschstämmigen Kindern ein Ferienaufenthalt bei österreichischen Familien ermöglicht, die ihnen nicht nur die deutsche Sprache mitgaben, sondern vor allem ein Gefühl der Zusammengehörigkeit.Schwächung durch Eingliederung in GroßregionSolche Aktionen fielen naturgemäß in Frankreich, wo jeder, der auf dem Staatsgebiet geboren ist, selbstverständlich als Franzose gilt, nicht auf Gegenliebe. Mit verschiedensten politischen Mitteln versucht Paris seit jeher, französische Tatsachen zu schaffen.Zuletzt, im Jahr 2016, gliederte Paris das Elsass in die Großregion „Grand Est“ (Großer Osten) ein, wo die Elsässer naturgemäß nur eine Minderheit unter Franzosen darstellen. Das Elsass verschwand damit vor fünf Jahren von der politischen Karte Frankreichs.Blick nach OstenDoch jetzt erhält es ein wenig Eigenständigkeit zurück.Die Departements „Haut-Rhin“ und „Bas-Rhin“ (Ober- und Niederrhein) verschmolzen Anfang des Jahres zu einer in Frankreich einzigartigen Gebietskörperschaft mit dem sperrigen Namen „Collectivité européenne d’Alsace“.Blut ist dicker als WasserIhr Logo ist die im Elsass beliebte herzförmige Bretzel, eine typisch deutsche Backware. Das Logo ist Programm: Eher nach Deutschland und in die Schweiz will man sich orientieren, weniger nach Paris, wie der Rest der Region Grand Est. Dafür kann die neue Gebietskörperschaft Deutsch- und Dialektunterricht gezielt in der Schule zu fördern.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Bundespräsident Van der Bellen unterstützt “weltweiten Impfplan” gegen Corona,"Coronavirus    12. März 2021 / 11:12Bundespräsident Van der Bellen unterstützt “weltweiten Impfplan” gegen CoronaFür einen weltweiten Impfplan, der von der UNO koordiniert werden soll, sprach sich jüngst Bundespräsident Alexander Van der Bellen via “Twitter” aus. Darin betont das Staatsoberhaupt, dass man nur durch ein “gemeinsames Vorgehen” die Corona-Pandemie besiegen könnte.UNO will weltweite Impfstoff-Aufteilung koordinierenHintergrund der Unterstützung Van der Bellens ist die Kritik von UN-Generalsekretär António Guterres an einer „völlig unausgewogenen und unfairen“ Verteilung von Corona-Impfstoffen, der daher ein “weltweites Engagement” verlangt. Konkret fordert Guterres die G20 auf, eine “Notfall-Taskforce” einzurichten, die einen solchen globalen Impfplan erstellt und dessen Umsetzung und Finanzierung koordiniert.Kritiker befürchten jedoch eine weitere Kompetenz- und Souveräntitätsbgabe der Nationalstaaten an supranationale Organisationen und vermuten hinter dem “globalen Impfplan” auch die Vorbereitung eines globalen Corona-Impfpasses.A. Van der Bellen@vanderbellenI join the @UN in calling for a global vaccination plan. A pandemic requires a global coordinated response. #OnlyTogether we can overcome the pandemic and crisis, enabling us to once again gather together and create a better future for all of us. (1/2) https://t.co/tkWDplsF6i1:43 PM · Mar 11, 2021    118    26Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Portugals Premierminister Antonio Costa verschleudert EU-Gelder,"Portugal    11. März 2021 / 11:03Portugals Premierminister Antonio Costa verschleudert EU-GelderDie Regierung rund um den portugiesischen Premierminister Antonio Costa macht Furore. Nicht etwa wegen ihres einwandfreien Regierungsstils, sondern wegen der Unsummen an Geldern, die im Zuge der Ratspräsidentschaft Portugals verschleudert werden. Konkret geht es um ein praktisch leerstehendes Kongresszentrum in Lissabon, um Getränke und Kleiderkäufe für Regierungsmitglieder im Wert von hunderttausenden Euro. Verschwendung von EU-Geldern, der Rest des Staatenbundes sieht scheinbar tatenlos zu.Hunderttausende aus dem Fenster geschleudert Seit sechs Monaten ist Portugal damit an der Reihe, die Ratspräsidentschaft der EU auszuüben. Große Gipfeltreffen, Soireen und Pressekonferenzen: All das gehört seit dem Ausbruch des Covid-19 Virus  vor mehr als einem Jahr der Vergangenheit an. Diese Kleinigkeit scheint allerdings der portugiesischen Regierung unter Premierminister Antonio Costa keinen Strich durch die Rechnung zu machen. Stattdessen werden während der Pandemie Spitzensummen aus dem Fenster geschleudert. Allein 260.591 Euro wurden dafür ausgegeben, ein Pressecenter in Lissabon auszustatten. Obwohl, ganz klar, derzeit keine Pressetreffen mit Präsenz abgehalten werden können. Außerdem investierte man 39.780 Euro in Kleidung für die Regierungsmitglieder und 35.785 Euro an eine Weinfirma.So gut wie keine Transparenz bei Regierungsinvestitionen Nicht nur international wird die Costa-Regierung für ihre Prasserei geschmäht. Auch im eigenen Staat wird kritisiert, dass es so gut wie keine Transparenz bezüglich der Investitionen der Regierung gibt. Wie viel an EU Geldern an welche Vereine oder Firmen fließt, ist nicht einsichtig. Beim Gedanken an die Kosten des völlig leer stehenden Kongresszentrums in Lissabon erschaudert man jedenfalls. Besonders wegen der Kooperation mit der Firma Navigator stand die Regierung unter Kritik. Diese Firma ist hinter vorgehaltener Hand dafür bekannt, dass sie eine Eingangsschleuse für angehende portugiesische Politiker ist.Kein Geld für das angeschlagene portugiesische Gesundheitssystem Erst kürzlich wurden dieser Firma unglaubliche 27,5 Millionen von der Europäischen Investment Bank geliehen. Erst vor kurzem wurde die Navigator Company in Verbindung mit enormen Waldbränden auf der iberischen Halbinsel gebracht. Natürlich nützen vor allem kleine Länder, die keine “Global Player” sind, die immer rotierende Ratspräsidentschaft dazu, sich international zu vermarkten, oder sich zumindest bekannter zu machen. Dennoch ist es eine schwerwiegende Problematik, dass sich Antonio Costa gerade in dieser schwierigen Zeit nicht dafür entscheidet, in das angeschlagene portugiesische Gesundheitssystem zu investieren.EU Kommission befürchtet Korruption Obwohl es im Jänner 2021 ein neues Hoch an Corona-Infizierten gab, soll die Regierung um Costa persönliche Treffen veranstalten und sich nicht von dem Vorhaben abbringen lassen, einen Regierungsgipfel im Mai abhalten zu wollen. Alles ein Politikum, oder gar Veruntreuung von EU Geldern? Die Europäische Kommission konstatierte in einem Report nun jedenfalls, dass Portugal so gut wie keine Ressourcen habe, um Korruption zu bekämpfen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Die ersten 50 Tage sind vorbei – ohne eine einzige Pressekonferenz von Joe Biden,"USA    11. März 2021 / 10:43Die ersten 50 Tage sind vorbei – ohne eine einzige Pressekonferenz von Joe BidenBereits im Wahlkampf zur neuen US-Präsidentschaft gab es nur wenige Presseauftritte des damals noch 77-jährigen Kandidaten der linken Partei „Demokraten“. Am Mittwoch war Joe Biden nach einer umstrittenen Wahl nun seine ersten 50 Tage im Amt.Kriegerische Angriffe, aber kein Kontakt zur PresseIn der Zeit hat er Luftangriffe in Syrien befohlen, wo mindestens 17 Menschen getötet wurden, aber keine einzige Pressekonferenz gegeben, wo er Fragen von Journalisten beantwortet hätte. Das ist einmalig in der Geschichte der USA, zumindest in den letzten 100 Jahren mit ihrer medialen Kommunikation.Doch auch sonst ist Biden wenig gesprächsbereit. Vor wenigen Tagen ließen seine Mitarbeit bei einem Besuch in einem kleinen Unternehmen keine Pressefragen zu.Gerüchte um baldigen RücktrittAuf die anhaltende Kritik kündigte eine Sprecherin des Weißen Hauses an, dass Biden bis Ende des Monats eine Pressekonferenz halten könnte. Doch versprechen wollte sie es nicht.Indessen mehren sich die Gerüchte, die Biden eine Demenzerkrankung unterstellen. Schon im Wahlkampf waren kognitive Störungen öffentlich geworden. Befürchtet wird, dass Biden sehr bald aus gesundheitlichen Gründen zurücktreten könnte. Und dann folgt ihm seine linksradikale Vizepräsidentin Kamala Harris nach.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Nach Corona-Impfung 90 Mal mehr Tote als nach Grippe-Impfung,"USA    10. März 2021 / 15:49Nach Corona-Impfung 90 Mal mehr Tote als nach Grippe-ImpfungBereits Mitte Dezember 2020 starteten in den USA die Corona-Impfungen. Mittlerweile wurden mehr als 85 Millionen Impfdosen verabreicht, womit mittlerweile 16,7 Prozent der Bevölkerung gegen Covid-19 geimpft sind. US-Präsident Joe Biden verspricht Impfungen für alle US-Amerikaner bis Juli.Gespritzt werden vor allem die Präparate von Moderna und Biontech/Pfizer. Erst Ende Februar wurde in den USA mittels Notfallzulassung ein dritter Corona-Impfstoff zugelassen, das Präparat des US-Herstellters Johnson & Johnson.Datenbank für Todesfälle nach ImpfungenBeim „Vaccine Adverse Events Reporting System“ (VAERS), das seit 1990 unvorhergesehene Reaktionen auf Impfstoffe erfasst, gab es zwischen 14. Dezember und 19. Februar 19.769 Meldungen nach Impfungen mit den mRNA-Impfstoffen von Moderna oder Biontech/Pfizer.Davon waren 966 Todesmeldungen nach einer Corona-Impfung. Im zweimonatigen Untersuchungszeitraum soll fast jeder zehnte dieser Toten noch am selben Tag verstorben sein, weitere 13,4 Prozent binnen 24 Stunden nach der Corona-Impfung. Insgesamt starben 53,2 Prozent innerhalb einer Woche. Von allen Toten waren 85 Prozent über 60 Jahre alt.Vergleich mit Grippe-ImpfungVAERS verglich diese Zahlen mit den ebenfalls in der Datenbank verzeichneten Todesfällen nach Grippeimpfungen. Demnach lag die Todesrate in der Grippesaison 2019/2020 bei 0,0000265 Prozent, jene der Corona-Impfung (14. Dezember bis 19. Februar) bei 0,0023 Prozent, was fast dem 90-fachen Wert entspricht.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
USA: Bündnis für die Freiheit der Hochschullehrer,"USA    9. März 2021 / 17:39USA: Bündnis für die Freiheit der HochschullehrerDie politische Korrektheit hat in ihrem Geburtsland, den Vereinigten Staaten von Amerika, nun einen neuen Gegner. Wie die Junge Freiheit berichtete, haben dort einige Wissenschaftler und Universitätsprofessoren das Netzwerk “Academic Freedom Alliance” (zu deutsch: “Akademische Freiheitsallianz”) gegründet. Dem Bericht zufolge geht es den Leuten um “die Bewahrung des Prinzips der akademischen Freiheit”.Diskriminierung Konservativer an UniversitätenDiese ist etwas, was auch im deutschsprachigen Raum bedroht ist. Darüber berichteten vor kurzem die Süddeutsche Zeitung und auch die Junge Freiheit schrieb davon, wobei sie sich auf den englischsprachigen Raum bezog. Demnach werden Menschen, die konservative Ansichten vertreten, an den Universitäten massiv diskriminiert und sehen sich einem linken Sperrfeuer aus “Political Correctness” und “Cancel Culture” ausgesetzt, dass laut der Süddeutschen auch “zu einem zunehmenden Konformitätsdruck und einer Selbstzensur der Wissenschaft” führt.Dem will sich die freiheitliche Allianz nun entgegenstellen. Außerdem möchte sie Lehrern jeder politischen Richtung dabei helfen, “ohne Angst vor Sanktionen, Mobbing, Bestrafung oder Unterdrückung zu sprechen, zu lehren und zu publizieren”. Die Allianz wurde von mehreren Professoren der Universitäten von Princeton, Harvard, Wisconsin-Madison, South California, Texas sowie Washington und Lee gegründet, wie die JF erklärte. Sie hat auch schon prominente Mitglieder, zum Beispiel den britischen Historiker Niall Ferguson, der mehrere konservative Bücher geschrieben hat.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Es geht ja: Dänemark erklärt Teile Syriens für sicher und schickt „Flüchtlinge“ heim,"Einwanderung    7. März 2021 / 07:26Es geht ja: Dänemark erklärt Teile Syriens für sicher und schickt „Flüchtlinge“ heimDänemark hat Teile Syriens für sicher erklärt und 94 „Flüchtlingen“ die Aufenthaltserlaubnis entzogen.Vorbild für EuropaDamit beschreitet das sozialdemokratisch regierte Land politisches Neuland, allerdings konsequent. Denn bereits im Jänner hatte die dänische Premierministerin Mette Frederiksen angekündigt, die Asylanträge auf null drücken zu wollen.Der Minister für Ausländer und Integration, Mattias Tesfaye, sagte dem britischen Telegraph:Wir haben den syrischen Flüchtlingen immer deutlich gesagt, dass ihre Aufenthaltserlaubnis zeitlich begrenzt ist.Keine falschen Hoffnungen gemachtDie syrische Hauptstadt Damaskus und ihre Umgebung, das Gouvernement Rif Dimaschq, seien inzwischen sichere Gebiete, weshalb man die abgelehnten „Flüchtlinge“ dorthin zurückschicken wolle. Schon im Jänner hatte Tesfaye erklärt:Wir müssen den Menschen Schutz gewähren, solange sie diesen brauchen. Aber wenn sich die Bedingungen im Heimatland verbessern, sollte ein ehemaliger Flüchtling nach Hause zurückkehren und sich dort ein Leben aufbauen.Dänemark will die abgelehnten Asylwerber zur freiwilligen Ausrede bringen. Sollten sie nicht freiwillig das Land verlassen, werden sie in Ausreise- oder Abschiebezentren untergebracht.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Biden beleidigt Südstaatler: „Brauchen keine Neandertaler-Denkweise“,"USA    5. März 2021 / 11:49Biden beleidigt Südstaatler: „Brauchen keine Neandertaler-Denkweise“Die US-Bundesstaaten Texas und Mississippi hoben diverse Corona-Maßnahmen auf. Dafür gerieten sie unter anderem in die Kritik des neuen US-Präsident Joe Biden. “Ich denke, es ist ein großer Fehler. Schauen Sie, ich hoffe, jeder hat inzwischen erkannt, dass diese Masken einen Unterschied machen”, sagte Biden zur teilweisen Aufhebung der Maskenpflicht.Bis Mai soll jeder Amerikaner geimpft seinObwohl der US-Präsident versprach, bis Mai jedem US-Amerikaner Impfstoffe zur Verfügung zu stellen, seien die Gesichtsmasken wichtiger denn je. In dem Zusammenhang sagte Biden:Das Letzte, was wir brauchen, ist die Neandertaler-Denkweise, dass in der Zwischenzeit alles in Ordnung ist und man die Maske abnehmen, dass man sie vergessen könne. Es ist immer noch wichtig.Die Situation sei kritisch. Man solle sich die Hände sooft als möglich waschen, die Maske tragen und Distanz wahren. Biden verwies auf eine Karte, die er angeblich wie einen Talisman bei sich trägt und die täglichen Todesfälle durch Covid-19 aufzeigt. Dementsprechend wünsche er sich, dass seine Beamten sich auch an die Empfehlungen halten.Linke fordern Radikalmaßnahmen gegen SüdstaatenZudem kritisierten viele Linke und Liberale die Politik von Texas und Mississippi. Der Filmemacher Michael Moore und der politische Kommentator Keith Olbermann meinten sogar, dass man den Einwohnern der Bundestaaten keinen Impfstoff geben sollte.“Sollten Bürgern vertrauen und sie nicht beleidigen”Doch auch Biden wurde aufgrund seiner “Neandertaler”-Bemerkung kritisiert. Der Gouverneur von Mississippi, Tate Reeves, verurteilte die Bemerkung des US-Präsidenten auf “Twitter” folgendermaßen:Präsident Biden sagte, dass die selbständige Entscheidung der Einwohner von Mississippi, wie sie sich selbst schützen, eine ‘Neandertaler-Denkweise’ sei. Die Einwohner von Mississippi brauchen keine Betreuer. Da die Zahlen fallen, können sie ihre Entscheidungen beurteilen und auf Experten hören. Ich denke, wir sollten den US-Amerikanern vertrauen und sie nicht beleidigen. Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Frankreich verbietet Identitäre Bewegung,"Meinungsfreiheit    4. März 2021 / 00:50Frankreich verbietet Identitäre BewegungFrankreichs Innenminister Gerald Darmanin hat die Organisation Génération identitaire (zu Deutsch Identitäre Bewegung) verboten. Der linke Politiker begründete die Auflösung damit, dass die Gruppe zu „Diskriminierung, Hass und Gewalt“ aufrufe.Schon im Februar hatte Darmanin ein Verbotsverfahren eingeleitet. Begründet wurde dieses unter anderem damit, dass die Identitären vor mehreren Jahren einen Gebirgspass in den Pyrenäen symbolisch abgeriegelt hatten, um gegen illegale Migration zu protestieren.Identitäre auch in Österreich unter DruckDas Verbot in Frankreich könnte auch Auswirkungen auf Österreich haben: In der Alpenrepublik gibt es seit Jahren den Wunsch unter ÖVP-Politikern die Gruppe zu verbieten. Für die krisengeschüttelte Regierung, die gefühlt mit eineinhalb Beinen im Gefängnis steht, wäre die Verschiebung des Diskurses mit Sicherheit eine willkommene Möglichkeit, um von eigenen Pannen und Skandalen abzulenken.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Es geht ja: Texas beendet Corona-Maßnahmen zu „100 Prozent“,"Coronavirus    3. März 2021 / 21:59Es geht ja: Texas beendet Corona-Maßnahmen zu „100 Prozent“Der US-Bundesstaat Texas schafft mit 10. März die Corona-Verbote und Einschränkungen ab. Keine Masken mehr, Geschäfte und Unternehmen wieder offen – das hat der republikanische Gouverneur von Texas, Greg Abbott, am Dienstag bekanntgegeben. Es sei an der Zeit, Texas zu „100 Prozent“ zu öffnen. Jeder, der arbeiten wolle, sollte diese Möglichkeit haben.Medizinischer Fortschritt schütztAufgrund des medizinischen Fortschritts bei den Impfstoffen und der Antikörper-Therapeutika seien die Texaner vor dem Coronavirus ausreichend geschützt. Staatliche Verbote seien nicht mehr notwendig, auch wenn Covid-19 nicht verschwunden sei. Abbott, als querschnittsgelähmter Rollstuhlfahrer selbst einer Risikogruppe angehörig, appellierte an das Verantwortungsbewusstsein:Jeder Mensch trägt Verantwortung für sich und andere.Mit dieser Einstellung gibt er den Bürgern ihre Grund- und Freiheitsrechte wieder zurück.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
